"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"443",15,"Mitch Tinsley",CIN,"WR155","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"444",15,"Sam Roush",CHI,"TE67","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"445",15,"Khalil Herbert",FA,"RB120","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"446",15,"Alexander Mattison",FA,"RB121","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"447",15,"Brandon McManus",FA,"K30","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"448",15,"Cade Klubnik",NYJ,"QB46","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"449",15,"Ty Chandler",NO,"RB122","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"450",15,"Daniel Carlson",LV,"K31","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"451",15,"Sione Vaki",DET,"RB123","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"452",15,"Jaret Patterson",LAC,"RB124","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"453",15,"Raheem Mostert",LV,"RB125","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"454",15,"Las Vegas Raiders",LV,"DST30","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-77"
"455",15,"Diontae Johnson",FA,"WR156","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"456",15,"Jordan Waters",LAR,"RB126","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"457",15,"Colbie Young",CIN,"WR157","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-76"
"458",15,"Tai Felton",MIN,"WR158","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"459",15,"Robert Henry Jr.",WAS,"RB127","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"460",15,"Dylan Laube",LV,"RB128","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"461",15,"Adam Trautman",DEN,"TE68","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"462",15,"Riley Leonard",IND,"QB47","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"463",15,"Jermaine Burton",FA,"WR159","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"464",15,"Brock Wright",DET,"TE69","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"465",15,"Ameer Abdullah",JAC,"RB129","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"466",15,"Roman Wilson",PIT,"WR160","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"467",15,"Xavier Smith",LAR,"WR161","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"468",15,"Tanner Hudson",CIN,"TE70","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"469",15,"Luke Schoonmaker",DAL,"TE71","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"470",16,"Drew Sample",CIN,"TE72","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"471",16,"Myles Montgomery",NE,"RB130","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"472",16,"Taysom Hill",FA,"TE73","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"473",16,"Cam Akers",FA,"RB131","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"474",16,"Malik Benson",LV,"WR162","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-116"
"475",16,"Ronnie Bell",NO,"WR163","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"476",16,"Charlie Kolar",LAC,"TE74","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-211"
"477",16,"Quinn Ewers",MIA,"QB48","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-123"
"478",16,"Donovan Edwards",MIA,"RB132","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"479",16,"Tanner Koziol",JAC,"TE75","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"480",16,"Roman Hemby",LV,"RB133","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"481",16,"Gardner Minshew II",ARI,"QB49","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-184"
"482",16,"Tyler Badie",DEN,"RB134","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"483",16,"Jackson Hawes",BUF,"TE76","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"484",16,"Michael Trigg",DAL,"TE77","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"485",16,"Reggie Virgil",ARI,"WR164","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"486",16,"Trey Lance",LAC,"QB50","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-159"
"487",16,"Thomas Fidone II",NYG,"TE78","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"488",16,"Jason Sanders",NYJ,"K32","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"489",16,"New York Jets",NYJ,"DST31","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-91"
