"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Jahmyr Gibbs",DET,"RB1","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","0"
"2",1,"Bijan Robinson",ATL,"RB2","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"3",1,"Ja'Marr Chase",CIN,"WR1","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"4",1,"Puka Nacua",LAR,"WR2","11","Coach Upside rating","Coach Bust rating","1 out of 5 stars","0"
"5",1,"Jaxon Smith-Njigba",SEA,"WR3","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","0"
"6",2,"Jonathan Taylor",IND,"RB3","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"7",2,"Amon-Ra St. Brown",DET,"WR4","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"8",2,"Christian McCaffrey",SF,"RB4","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-2"
"9",2,"CeeDee Lamb",DAL,"WR5","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"10",2,"James Cook III",BUF,"RB5","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2"
"11",2,"Justin Jefferson",MIN,"WR6","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-1"
"12",3,"Nico Collins",HOU,"WR7","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+10"
"13",3,"Drake London",ATL,"WR8","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+7"
"14",3,"Derrick Henry",BAL,"RB6","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+4"
"15",3,"Brock Bowers",LV,"TE1","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+6"
"16",3,"Ashton Jeanty",LV,"RB7","13","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-5"
"17",3,"A.J. Brown",NE,"WR9","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2"
"18",3,"Saquon Barkley",PHI,"RB8","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-5"
"19",3,"George Pickens",DAL,"WR10","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+4"
"20",4,"De'Von Achane",MIA,"RB9","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-4"
"21",4,"Trey McBride",ARI,"TE2","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+7"
"22",4,"Omarion Hampton",LAC,"RB10","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-8"
"23",4,"Josh Allen",BUF,"QB1","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+11"
"24",4,"Chris Olave",NO,"WR11","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+5"
"25",4,"Kenneth Walker III",KC,"RB11","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-10"
"26",4,"Chase Brown",CIN,"RB12","6","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-9"
"",4
"27",4,"Rashee Rice",KC,"WR12","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-1"
"28",4,"Tee Higgins",CIN,"WR13","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+5"
"29",4,"Lamar Jackson",BAL,"QB2","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+27"
"30",4,"Drake Maye",NE,"QB3","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+37"
"31",4,"Tetairoa McMillan",CAR,"WR14","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+8"
"32",4,"Kyren Williams",LAR,"RB13","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","0"
"33",4,"Josh Jacobs",GB,"RB14","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+8"
"34",5,"DeVonta Smith",PHI,"WR15","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-9"
"35",5,"Zay Flowers",BAL,"WR16","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-5"
"36",5,"Malik Nabers",NYG,"WR17","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"37",5,"Javonte Williams",DAL,"RB15","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"38",5,"Emeka Egbuka",TB,"WR18","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"39",5,"Colston Loveland",CHI,"TE3","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+8"
"40",5,"Joe Burrow",CIN,"QB4","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+26"
"41",5,"Jeremiyah Love",ARI,"RB16","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-17"
"42",5,"Breece Hall",NYJ,"RB17","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-15"
"43",5,"Davante Adams",LAR,"WR19","11","Coach Upside rating","Coach Bust rating","1 out of 5 stars","+7"
"44",5,"Jameson Williams",DET,"WR20","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+5"
"45",5,"Ladd McConkey",LAC,"WR21","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-10"
"46",5,"Terry McLaurin",WAS,"WR22","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-1"
"47",5,"Travis Etienne Jr.",NO,"RB18","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-16"
"48",6,"Jaylen Waddle",DEN,"WR23","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-2"
"49",6,"Christian Watson",GB,"WR24","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+9"
"50",6,"Garrett Wilson",NYJ,"WR25","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-10"
"51",6,"Luther Burden III",CHI,"WR26","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-9"
"52",6,"Jayden Daniels",WAS,"QB5","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+13"
"53",6,"Bucky Irving",TB,"RB19","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"54",6,"Cam Skattebo",NYG,"RB20","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-11"
"55",6,"Tucker Kraft",GB,"TE4","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+27"
"56",6,"Quinshon Judkins",CLE,"RB21","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-2"
"57",6,"Mike Evans",SF,"WR27","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-13"
"58",6,"Rome Odunze",CHI,"WR28","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+2"
"59",6,"D'Andre Swift",CHI,"RB22","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-8"
"60",6,"Jalen Hurts",PHI,"QB6","10","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+11"
"61",6,"TreVeyon Henderson",NE,"RB23","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-9"
"62",6,"David Montgomery",HOU,"RB24","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-14"
"63",6,"DJ Moore",BUF,"WR29","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-6"
"64",6,"Tyler Warren",IND,"TE5","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","0"
"65",6,"Bhayshul Tuten",JAC,"RB25","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-10"
"66",6,"Jadarian Price",SEA,"RB26","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-4"
"67",6,"Caleb Williams",CHI,"QB7","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3"
"68",6,"Justin Herbert",LAC,"QB8","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+13"
"69",7,"Alec Pierce",IND,"WR30","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+10"
"70",7,"Carnell Tate",TEN,"WR31","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-11"
"71",7,"Marvin Harrison Jr.",ARI,"WR32","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-2"
"72",7,"Trevor Lawrence",JAC,"QB9","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+13"
"73",7,"DK Metcalf",PIT,"WR33","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+5"
"74",7,"Jaylen Warren",PIT,"RB27","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"75",7,"Tony Pollard",TEN,"RB28","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-3"
"76",7,"Brian Thomas Jr.",JAC,"WR34","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-15"
"77",7,"Chuba Hubbard",CAR,"RB29","5","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-1"
"78",7,"Rico Dowdle",PIT,"RB30","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+9"
"79",7,"Courtland Sutton",DEN,"WR35","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+4"
"80",7,"Sam LaPorta",DET,"TE6","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+16"
"81",7,"Rhamondre Stevenson",NE,"RB31","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-4"
"82",7,"Dak Prescott",DAL,"QB10","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-2"
"83",7,"Harold Fannin Jr.",CLE,"TE7","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+21"
"84",7,"Blake Corum",LAR,"RB32","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+8"
"85",7,"Kyle Pitts Sr.",ATL,"TE8","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+21"
"86",7,"Jaxson Dart",NYG,"QB11","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+14"
"87",7,"Kyle Monangai",CHI,"RB33","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+6"
"88",7,"J.K. Dobbins",DEN,"RB34","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+10"
"89",7,"Parker Washington",JAC,"WR36","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-21"
"90",7,"Jordyn Tyson",NO,"WR37","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-27"
"",7
"91",7,"RJ Harvey",DEN,"RB35","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-5"
"92",7,"Brock Purdy",SF,"QB12","8","Coach Upside rating","Coach Bust rating","1 out of 5 stars","+3"
"93",7,"Makai Lemon",PHI,"WR38","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-20"
"94",8,"Chris Godwin Jr.",TB,"WR39","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-6"
"95",8,"Quentin Johnston",LAC,"WR40","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-20"
"96",8,"Jordan Addison",MIN,"WR41","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-7"
"97",8,"Michael Wilson",ARI,"WR42","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","0"
"98",8,"Dalton Kincaid",BUF,"TE9","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+29"
"99",8,"Patrick Mahomes II",KC,"QB13","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-8"
"100",8,"Bo Nix",DEN,"QB14","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+7"
"101",8,"George Kittle",SF,"TE10","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+13"
"102",8,"Matthew Stafford",LAR,"QB15","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3"
"103",8,"Ricky Pearsall",SF,"WR43","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-4"
"104",8,"Jakobi Meyers",JAC,"WR44","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-1"
"105",8,"Jacory Croskey-Merritt",WAS,"RB36","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+17"
"106",8,"Jared Goff",DET,"QB16","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+3"
"107",8,"Travis Kelce",KC,"TE11","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+13"
"108",8,"Aaron Jones Sr.",MIN,"RB37","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+8"
"109",8,"Rachaad White",WAS,"RB38","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"110",8,"Kenny Gainwell",TB,"RB39","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-2"
"111",8,"Jayden Reed",GB,"WR45","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-27"
"112",8,"Michael Pittman Jr.",PIT,"WR46","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-11"
"113",8,"Kyler Murray",MIN,"QB17","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-1"
"114",8,"Jordan Mason",MIN,"RB40","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+7"
"115",8,"Dallas Goedert",PHI,"TE12","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+21"
"116",8,"Isaiah Likely",NYG,"TE13","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+14"
"117",8,"Xavier Worthy",KC,"WR47","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-23"
"118",8,"Mark Andrews",BAL,"TE14","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+7"
"119",8,"Wan'Dale Robinson",TEN,"WR48","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-4"
"120",8,"Jordan Love",GB,"QB18","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-7"
"121",8,"Baker Mayfield",TB,"QB19","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-3"
"122",9,"Chris Rodriguez Jr.",JAC,"RB41","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+6"
"123",9,"Jayden Higgins",HOU,"WR49","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+1"
"124",9,"Jake Ferguson",DAL,"TE15","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+5"
"125",9,"Tyler Shough",NO,"QB20","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-2"
"126",9,"Josh Downs",IND,"WR50","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-36"
"127",9,"Tyrone Tracy Jr.",NYG,"RB42","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+6"
"128",9,"Zach Charbonnet",SEA,"RB43","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+30"
"129",9,"Woody Marks",HOU,"RB44","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+14"
"130",9,"Romeo Doubs",NE,"WR51","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-13"
"131",9,"Jonathon Brooks",CAR,"RB45","5","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-29"
"132",9,"Tyler Allgeier",ARI,"RB46","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+29"
"133",9,"Malik Willis",MIA,"QB21","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-1"
"134",9,"Khalil Shakir",BUF,"WR52","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-8"
"135",9,"KC Concepcion",CLE,"WR53","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-16"
"136",9,"Matthew Golden",GB,"WR54","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-25"
"137",9,"Isiah Pacheco",DET,"RB47","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+11"
"138",9,"C.J. Stroud",HOU,"QB22","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1"
"139",9,"Jalen Coker",CAR,"WR55","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-8"
"140",9,"Sam Darnold",SEA,"QB23","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","0"
"141",9,"Oronde Gadsden II",LAC,"TE16","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+5"
"142",9,"Hunter Henry",NE,"TE17","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+8"
"143",9,"Rashid Shaheed",SEA,"WR56","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-8"
"144",9,"Brenton Strange",JAC,"TE18","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+7"
"145",9,"Juwan Johnson",NO,"TE19","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+10"
"146",9,"Dylan Sampson",CLE,"RB48","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+27"
"147",9,"Alvin Kamara",NO,"RB49","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+34"
"148",9,"Brian Robinson Jr.",ATL,"RB50","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+20"
"149",9,"Cam Ward",TEN,"QB24","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-11"
"150",9,"Tank Bigsby",PHI,"RB51","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+13"
"151",9,"Tyjae Spears",TEN,"RB52","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+5"
"152",9,"Houston Texans",HOU,"DST1","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"153",9,"Keaton Mitchell",LAC,"RB53","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-16"
"154",10,"Jonah Coleman",DEN,"RB54","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","0"
"155",10,"Braelon Allen",NYJ,"RB55","13","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+50"
"156",10,"Jerry Jeudy",CLE,"WR57","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+22"
"157",10,"Jauan Jennings",MIN,"WR58","6","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-8"
"158",10,"Daniel Jones",IND,"QB25","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-13"
"159",10,"Omar Cooper Jr.",NYJ,"WR59","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-17"
"160",10,"Bryce Young",CAR,"QB26","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-3"
"161",10,"Chig Okonkwo",WAS,"TE20","7","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-20"
"162",10,"Denver Broncos",DEN,"DST2","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"163",10,"Denzel Boston",CLE,"WR60","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-10"
"164",10,"Jalen McMillan",TB,"WR61","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-20"
"165",10,"Seattle Seahawks",SEA,"DST3","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"166",10,"Emanuel Wilson",SEA,"RB56","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+89"
"167",10,"Adonai Mitchell",NYJ,"WR62","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+3"
"168",10,"Los Angeles Rams",LAR,"DST4","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"169",10,"Travis Hunter",JAC,"WR63","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-"
"170",10,"Kayshon Boutte",NE,"WR64","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+45"
"171",10,"Philadelphia Eagles",PHI,"DST5","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","-"
"172",10,"Tre Tucker",LV,"WR65","13","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-20"
"173",10,"Mike Washington Jr.",LV,"RB57","13","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+22"
"174",10,"Pittsburgh Steelers",PIT,"DST6","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"175",10,"Kenyon Sadiq",NYJ,"TE21","13","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-15"
"176",10,"Jacksonville Jaguars",JAC,"DST7","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"177",10,"Minnesota Vikings",MIN,"DST8","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"178",10,"AJ Barner",SEA,"TE22","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-4"
"179",10,"New England Patriots",NE,"DST9","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"180",10,"James Conner",ARI,"RB58","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+61"
"181",10,"Tre' Harris",LAC,"WR66","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-17"
"182",10,"Brandon Aubrey",DAL,"K1","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-"
"183",10,"Calvin Ridley",TEN,"WR67","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3"
"184",10,"Stefon Diggs",FA,"WR68","-","Coach Upside rating","Coach Bust rating","-","-50"
"185",10,"Ka'imi Fairbairn",HOU,"K2","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-"
"186",10,"Emmett Johnson",KC,"RB59","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3"
"187",10,"Dalton Schultz",HOU,"TE23","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-20"
"188",10,"Los Angeles Chargers",LAC,"DST10","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"189",10,"Cameron Dicker",LAC,"K3","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"190",10,"Troy Franklin",DEN,"WR69","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+23"
"191",10,"Ryan Flournoy",DAL,"WR70","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-32"
"192",11,"Isaac TeSlaa",DET,"WR71","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-26"
"193",11,"Cam Little",JAC,"K4","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"194",11,"Jason Myers",SEA,"K5","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"195",11,"Ray Davis",BUF,"RB60","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-5"
"196",11,"Kimani Vidal",LAC,"RB61","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+30"
"197",11,"Green Bay Packers",GB,"DST11","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"198",11,"Darnell Mooney",NYG,"WR72","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+10"
"199",11,"Terrance Ferguson",LAR,"TE24","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-11"
"200",11,"Baltimore Ravens",BAL,"DST12","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"201",11,"Nicholas Singleton",TEN,"RB62","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+5"
"202",11,"Eddy Pineiro",SF,"K6","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"203",11,"Jalen Nailor",LV,"WR73","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-56"
"204",11,"Tyler Loop",BAL,"K7","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"205",11,"Jaylin Noel",HOU,"WR74","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+4"
"206",11,"Deebo Samuel Sr.",FA,"WR75","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-44"
"207",11,"Jacoby Brissett",ARI,"QB27","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-13"
"208",11,"Kansas City Chiefs",KC,"DST13","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"209",11,"Sean Tucker",TB,"RB63","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-30"
"210",11,"T.J. Hockenson",MIN,"TE25","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-45"
"211",11,"Cleveland Browns",CLE,"DST14","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"212",11,"Evan McPherson",CIN,"K8","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"213",11,"Jaylen Wright",MIA,"RB64","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+38"
"214",11,"Cairo Santos",CHI,"K9","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","-"
"215",11,"Kaytron Allen",WAS,"RB65","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-14"
"216",11,"Andy Borregales",NE,"K10","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
