"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"415",15,"Tommy Myers",FA,"TE58","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"416",15,"Tyler Lockett",LV,"WR144","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"417",15,"Sterling Shepard",FA,"WR145","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"418",15,"Jam Miller",NE,"RB116","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"419",15,"Brandon McManus",FA,"K29","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"420",15,"Joey Slye",TEN,"K30","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"421",15,"Marlin Klein",HOU,"TE59","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"422",15,"Cyrus Allen",KC,"WR146","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-116"
"423",15,"Jameis Winston",NYG,"QB43","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-127"
"424",15,"Daniel Bellinger",TEN,"TE60","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-82"
"425",15,"Darren Waller",FA,"TE61","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-89"
"426",15,"Terrell Jennings",NE,"RB117","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"427",15,"Greg Dortch",DET,"WR147","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-75"
"428",15,"Gardner Minshew II",ARI,"QB44","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-84"
"429",15,"Jeremy McNichols",WAS,"RB118","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"430",15,"Marcus Mariota",WAS,"QB45","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"431",15,"Demarcus Robinson",SF,"WR148","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-84"
"432",15,"Deion Burks",IND,"WR149","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-79"
"433",15,"Damien Martinez",GB,"RB119","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"434",15,"Josh Oliver",MIN,"TE62","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-135"
"435",15,"Elijah Higgins",ARI,"TE63","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"436",15,"Alexander Mattison",FA,"RB120","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-48"
"437",15,"Nate Boerkircher",JAC,"TE64","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-60"
"438",15,"Odell Beckham Jr.",NYG,"WR150","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-149"
"439",15,"CJ Daniels",LAR,"WR151","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-134"
"440",15,"Kevin Austin Jr.",NO,"WR152","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"441",15,"Khalil Herbert",FA,"RB121","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"442",15,"Jahdae Walker",CHI,"WR153","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-64"
"443",15,"Joe Flacco",CIN,"QB46","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-128"
"444",15,"Mitch Tinsley",CIN,"WR154","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"445",15,"Jaret Patterson",LAC,"RB122","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"446",15,"Raheem Mostert",LV,"RB123","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"447",15,"Dylan Laube",LV,"RB124","13","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"448",15,"Mitchell Evans",CAR,"TE65","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-120"
"449",15,"Sam Roush",CHI,"TE66","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-104"
"450",15,"Elijah Moore",PHI,"WR155","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"451",15,"Jordan Waters",LAR,"RB125","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-"
"452",15,"Joe Milton III",DAL,"QB47","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-132"
"453",15,"Ameer Abdullah",JAC,"RB126","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"454",15,"Sione Vaki",DET,"RB127","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-68"
"455",15,"Erick All Jr.",CIN,"TE67","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-194"
"456",15,"Diontae Johnson",FA,"WR156","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"457",15,"Donovan Edwards",MIA,"RB128","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"458",15,"Cam Akers",FA,"RB129","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"459",15,"Taysom Hill",FA,"TE68","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-69"
"460",16,"Myles Montgomery",NE,"RB130","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"461",16,"Cash Jones",ATL,"RB131","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"462",16,"Robert Henry Jr.",WAS,"RB132","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-70"
"463",16,"Ty Chandler",NO,"RB133","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"464",16,"Colbie Young",CIN,"WR157","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-155"
"465",16,"Roman Wilson",PIT,"WR158","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-146"
"466",16,"Adam Trautman",DEN,"TE69","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"467",16,"Miles Davis",CAR,"RB134","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-"
"468",16,"Brock Wright",DET,"TE70","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"469",16,"Jacardia Wright",SEA,"RB135","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"470",16,"Charlie Kolar",LAC,"TE71","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-221"
"471",16,"Tanner Hudson",CIN,"TE72","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-"
"472",16,"Trey Sermon",FA,"RB136","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-","-"
"473",16,"Jackson Hawes",BUF,"TE73","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-101"
"474",16,"Elijah Mitchell",PHI,"RB137","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-"
"475",16,"Drew Sample",CIN,"TE74","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-125"
"476",16,"Luke Schoonmaker",DAL,"TE75","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-"
"477",16,"Quinn Ewers",MIA,"QB48","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-145"
